Key,Item Type,Publication Year,Author,Title,Data Source (Parameterization),Model Objective (optional),Sensitivity Analysis,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Who?,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author
R5B2M9QK,,2024,"Iskandar, R. and Dugdale, J. and Beck, E. and Cornou, C.","Agent-based simulation of seismic crisis including human behavior: application to the city of Beirut, Lebanon",Empirical (micro),"Exploratory, Decision Support / Policy Evaluation",Exploratory / Scenario-based,,,,10.1177/00375497231194608,"Earthquake simulations at the urban scale usually focus on estimating the damages to the built environment and the consequent losses without fully taking into account human behavior in crisis. Yet, human behavior is a key element for improving crisis disaster management; therefore, it is important to include it in seismic crisis simulations. In this study, an agent-based model for the simulation of pedestrian evacuation during earthquakes at the city scale is developed following an interdisciplinary approach. The model recreates the urban conditions using Geographic Information System (GIS) and a synthetic population, in addition to the earthquake consequences on the urban fabric. Moreover, the model integrates realistic human behaviors calibrated using quantitative survey results. We simulate pedestrian outdoor mobility with the different constraints that affect it such as the topography and the presence of debris. The simulator is applied to the case of Beirut, Lebanon. A what-if approach is adopted to analyze the population’s safety in case of earthquakes in Beirut, particularly the open spaces’ capacity to provide shelters and the effect of debris and realistic human behaviors on people’s safety. The simulation results show that less than 40% of the population is able to arrive at an open space within 15 min after an earthquake. This number is further reduced when some open spaces are locked. Debris and realistic human behaviors significantly delay the arrivals to safe areas and, therefore, should not be neglected in earthquake simulations. © The Author(s) 2023.","Earthquake simulations at the urban scale usually focus on estimating the damages to the built environment and the consequent losses without fully taking into account human behavior in crisis. Yet, human behavior is a key element for improving crisis disaster management; therefore, it is important to include it in seismic crisis simulations. In this study, an agent-based model for the simulation of pedestrian evacuation during earthquakes at the city scale is developed following an interdisciplinary approach. The model recreates the urban conditions using Geographic Information System (GIS) and a synthetic population, in addition to the earthquake consequences on the urban fabric. Moreover, the model integrates realistic human behaviors calibrated using quantitative survey results. We simulate pedestrian outdoor mobility with the different constraints that affect it such as the topography and the presence of debris. The simulator is applied to the case of Beirut, Lebanon. A what-if approach is adopted to analyze the population’s safety in case of earthquakes in Beirut, particularly the open spaces’ capacity to provide shelters and the effect of debris and realistic human behaviors on people’s safety. The simulation results show that less than 40% of the population is able to arrive at an open space within 15 min after an earthquake. This number is further reduced when some open spaces are locked. Debris and realistic human behaviors significantly delay the arrivals to safe areas and, therefore, should not be neglected in earthquake simulations. © The Author(s) 2023.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent-based modeling and simulations;Earthquake;human behavior;pedestrian evacuation;post-seismic survey;urban scale simulations,,,,,,,
W4S7D2XN,,2023,"Bozdoǧan, A. and Görkemli Aykut, L. and Demirel, N.",An agent-based modeling framework for the design of a dynamic closed-loop supply chain network,"Theoretical (literature), ""Synthetic (machine learning, AI, other)""","Theoretical / Illustrative, Decision Support / Policy Evaluation",Exploratory / Scenario-based,,,,10.1007/s40747-022-00780-z,,"The supply chain is a dynamic and uncertain system consisting of material, information, and fund flows between different organizations, from the acquisition of the raw materials to the delivery of the finished products to the end customers. Closed-loop supply chains do not end with the delivery of the finished products to the end customers, the process continues until economic value is obtained from the returned products or they are disposed properly in landfills. Incorporating reverse flows in supply chains increases the uncertainty and complexity, as well as complicating the management of supply chains that are already composed of different actors and have a dynamic structure. Since agent-based modeling and simulation is a more efficient method of handling the dynamic and complex nature of supply chains than the traditional analytical methods, in this study agent-based modeling methodology has been used to model a generic closed-loop supply chain network design problem with the aims of integrating customer behavior into the network, coping with the dynamism, and obtaining a more realistic structure by eliminating the required assumptions for solving the model with analytical methods. The actors in the CLSC network have been defined as agents with goals, properties and behaviors. In the proposed model dynamic customer arrivals, the changing aspects of customers' purchasing preferences for new and refurbished products and the time, quantity and quality uncertainties of returns have been handled via the proposed agent-based architecture. To observe the behavior of the supply chain in several conditions various scenarios have been developed according to different parameter settings for the supplier capacities, the rate of customers being affected by advertising, the market incentive threshold values, and the environmental awareness of customers. From the scenarios, it has been concluded that the system should be fed in the right amounts for the new and refurbished products to increase the effectiveness of factors such as advertising, incentives, and environmental awareness for achieving the desired sales amounts and cost targets. © 2022, The Author(s).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-based modeling (ABM);AnyLogic;Closed-loop supply chain (CLSC);Customer behavior;Network design,,,,,,,
Z9K1P8TF,,2025,"Bojić, L. and Ilić, V. and Prodanovic, V. and Vuković, V.",An Agent‑Based Simulation of Politicized Topics Using Large Language Models: Algorithmic Personalization and Polarization on Social Media,Empirical (micro),"Exploratory, Decision Support / Policy Evaluation","Local (OAT/OFAT), Exploratory / Scenario-based",,,,10.1007/s41111-025-00326-x,,"Digital platforms now act as the primary environments for public discourse, where recommender systems shape visibility, emotion, and interpretation. This study introduces the Recommender Systems LLMs Playground (RecSysLLMsP), a simulation framework designed to examine how algorithmic personalization interacts with language generation to influence engagement and polarization. The research provides a reproducible and transparent environment for testing algorithmic effects on collective reasoning, which is an issue central to democratic communication. The study employs a one‑hundred‑agent simulation grounded in psychometric and demographic data from Serbian social media users. Agents interact through five stages of progressively personalized content feeds mediated by LLM‑generated posts. Quantitative metrics such as engagement intensity, network modularity, sentiment variance and qualitative linguistic validation are used to assess behavioral and structural change. Results reveal that moderate personalization maximizes engagement, while full personalization reduces diversity and amplifies both structural and affective polarization (Q = 0.22 → 0.68). LLM‑based agents successfully reproduce realistic patterns of emotional contagion and ideological clustering. The implications extend to computational social science and policy. Simulation‑based experimentation can inform ethical recommender design and algorithmic governance. Limitations concern the absence of genuine human cognition. Thus, findings indicate systemic tendencies rather than behavioral prediction. Future research should integrate real‑world datasets, multilingual testing, and policy‑driven intervention modeling to further calibrate this digital “laboratory” for exploring AI‑mediated communication. © The Author(s) 2025.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent‑based simulation;Algorithmic personalization;Digital polarization;Large language models;Recommender systems,,,,,,,
V2M4B7NS,,2025,"Shu, X. and Ye, C. and Xu, Z. and Liao, R. and Song, P. and Zhang, S.",An Enhanced Framework for Assessing Pluvial Flooding Risk with Integrated Dynamic Population Vulnerability at Urban Scale,"Empirical (macro), ""Synthetic (machine learning, AI, other)""","Predictive, Decision Support / Policy Evaluation",Metamodeling / Surrogate,,,,10.3390/rs17040654,,"Under the combined influence of climate change, accelerated urbanization, and inadequate urban flood defense standards, urban pluvial flooding has become an increasingly severe issue. This not only poses significant challenges to social stability and economic development but also makes accurate flood risk assessment crucial for improving urban flood control and drainage capabilities. This study uses Jinan, a typical foothill plain city in Shandong Province, as a case study to compare the performance of differential evolution (DE), genetic algorithm (GA), and particle swarm optimization (PSO) in calibrating the SWMM. By constructing a hydrological–hydrodynamic coupled model using the SWMM and LISFLOOD-FP, this study evaluates the drainage capacity of the pipe network and surface inundation characteristics under both historical and design rainfall scenarios. An agent-based model (ABM) is developed to analyze the dynamic risks and vulnerabilities of population and building agents under different rainfall scenarios, capturing macroscopic emergent patterns from individual behavior rules and analyzing them in both time and space dimensions. Additionally, using multi-source remote sensing data, dynamic population vulnerability, and flood hazard processes, a quantitative dynamic flood risk analysis is conducted based on cloud models. The results demonstrated the following: (1) PSO performed best in calibrating the SWMM in the study area, with Nash–Sutcliffe efficiency (NSE) values ranging from 0.93 to 0.69. (2) Drainage system capacity was low, with over 90% of the network exceeding capacity in scenarios with return periods of 1 to 100 years. (3) The vulnerability of people and buildings increased with higher flood intensity and duration. Most affected individuals were located on roads. In Event 6, 11.41% of buildings were at risk after 1440 min; in the 20-year flood event, 26.69% of buildings were at risk after 180 min. (4) Key features influencing vulnerability included the DEM, PND, NDVI, and slope. High-risk areas in the study area expanded from 36.54% at 30 min to 38.05% at 180 min. © 2025 by the authors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent-based model;cloud model;feature select;flood risk;multi-source remote sensing data;urban pluvial flooding,,,,,,,
S8D3X6RL,,2022,"Lux, T.",Approximate Bayesian inference for agent-based models in economics: a case study,,,,,,,10.1515/snde-2021-0052,,"Estimation of agent-based models in economics and finance confronts researchers with a number of challenges. Typically, the complex structures of such models do not allow to derive closed-form likelihood functions so that either numerical approximations to the likelihood or moment-based estimators have to be used for parameter inference. However, all these approaches suffer from extremely high computational demands as they typically work with simulations (of the agent-based model) embedded in (Monte Carlo) simulations conducted for the purpose of parameter identification. One approach that is very generally applicable and that has the potential of alleviating the computational burden is Approximate Bayesian Computation (ABC). While popular in other areas of agent-based modelling, it seems not to have been used so far in economics and finance. This paper provides an introduction to this methodology and demonstrates its potential with the example of a well-studied model of speculative dynamics. As it turns out, ABC appears to make more efficient use of moment-based information than frequentist SMM (Simulated Method of Moments), and it can be used for sample sizes of an order far beyond the reach of numerical likelihood methods. © 2022 Walter de Gruyter GmbH, Berlin/Boston.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent-based models;Bayesian estimation;sequential Monte Carlo,,,,,,,
Q6L9V2MP,,2023,"Devia, C.A. and Giordano, G.",Classification-based opinion formation model embedding agents’ psychological traits,Empirical (micro),"Explanatory, Predictive",Local (OAT/OFAT),,,,10.18564/jasss.5058,,"We propose an agent-based opinion formation model characterised by a two-fold novelty. First, we realistically assume that each agent cannot measure the opinion of its neighbours about a given statement with infinite resolution and accuracy, and hence it can only perceive the opinion of others as agreeing much more, or more, or comparably, or less, or much less (than itself) with that given statement. This leads to a classificationbased rule for opinion update. Second, we consider three complementary agent traits suggested by significant sociological and psychological research: Conformism, radicalism and stubbornness. We rely on World Values Survey data to show that the proposed model has the potential to predict the evolution of opinions in real life: The classification-based approach and complementary agent traits produce rich collective behaviours, such as polarisation, consensus, and clustering, which can yield predicted opinions similar to survey results. © 2023, University of Surrey. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-Based Model;Agent-Based Social Simulation;Opinion Dynamics;Opinion Formation;Real Data Validation,,,,,,,
N5X1K3BH,,2024,"Tierolf, L. and Haer, T. and Athanasiou, P. and Luijendijk, A.P. and Botzen, W.J.W. and Aerts, J.C.J.H.",Coastal adaptation and migration dynamics under future shoreline changes,"Empirical (micro), Empirical (macro)",Decision Support / Policy Evaluation,Local (OAT/OFAT),,,,10.1016/j.scitotenv.2024.170239,,"In this study, we present a novel modeling framework that provides a stylized representation of coastal adaptation and migration dynamics under sea level rise (SLR). We develop an agent-based model that simulates household and government agents adapting to shoreline change and increasing coastal flood risk. This model is coupled to a gravity-based model of migration to simulate coastward migration. Household characteristics are derived from local census data from 2015, and household decisions are calibrated based on empirical survey data on household adaptation in France. We integrate projections of shoreline retreat and flood inundation levels under two Representative Concentration Pathways (RCPs) and account for socioeconomic development under two Shared Socioeconomic Pathways (SSPs). The model is then applied to simulate coastal adaptation and migration between 2015 and 2080. Our results indicate that without coastal adaptation, SLR could drive the cumulative net outmigration of 13,100 up to as many as 21,700 coastal inhabitants between 2015 and 2080 under SSP2–RCP4.5 and SSP5–RCP8.5, respectively. This amounts to between 3.0 %–3.7 % of the coastal population residing in the 1/100-year flood zone in 2080 under a scenario of SLR. We find that SLR-induced migration is largely dependent on the adaptation strategies pursued by households and governments. Household implementation of floodproofing measures combined with beach renourishment reduces the projected SLR-induced migration by 31 %–36 % when compared to a migration under a scenario of no adaptation. A sensitivity analysis indicates that the effect of beach renourishment on SLR-induced migration largely depends on the level of coastal flood protection offered by sandy beaches. By explicitly modeling household behavior combined with governmental protection strategies under increasing coastal risks, the framework presented in this study allows for a comparison of climate change impacts on coastal communities under different adaptation strategies. © 2024 The Authors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-based modeling;Climate migration;Coastal adaptation;Coastal erosion;Flood risk;Sea level rise,,,,,,,
P2M9L4WS,,2015,"Ma, Y. and Li, Y.",Conceptual research on decision making meetings for urban water management,Theoretical (literature),"Decision Support / Policy Evaluation, Communication / Education",Exploratory / Scenario-based,,,,10.14246/irspsd.3.3_16,,"We will introduce an integrated model of Online Decision Making Meetings (ODMM) for sustainable management of water resources, which combines online meetings with an agent-based simulation function. This model is able to supply the decision makers with visualized simulation results of different policy scenarios and then support them to have online discussions, communication and make final decisions. The model consists of a remote server, a simulation model for background processing and clients. We assume that several departments related to water resource management will join this meeting and make proposals based on their data and policy. These departments are clients in our model and they are granted with special authority according to their departments. During an online meeting, the clients can choose global parameters for a simulation model that relates to their department based on their roles. Afterwards, simulations for different scenarios can be conducted by the model and the simulation results will be displayed for and visualized by the clients through the server on time. Thus, the government planners can easily view the simulation results regarding different policy scenarios using this tool, thereby making informed decisions and policy implementations. © SPSD Press from 2010, SPSD Press, Kanazawa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cellular automata (CA);Multi-agent system (MAS);Urban water management,,,,,,,
G7R5X1KV,,2025,"Choi, M. and Seo, J. and Hohl, A.",Contact Risk Assessment in Dynamic Indoor Settings through Agent-Based Modeling: A Spatially Explicit and Reproducible Approach,Empirical (micro),Decision Support / Policy Evaluation,"Metamodeling / Surrogate, Global (Variance-based)",,,,10.1111/gean.12418,,"This study introduces an agent-based model (ABM) pedestrian simulation tool to assess the risk of close contact (6 feet) in dynamic indoor environments, specifically in urban settings with diverse social activities and spatial structures. Our approach uses machine learning-based sensitivity analysis (SA) to identify factors impacting the number of individual contacts, such as individual stay time and area. In addition, we conducted an in-depth quantitative analysis to evaluate how specific factors, such as the strategic placement of obstacles, dwell time, and stay time near the entrances, mitigate the number of contacts. This analysis provides valuable insights for developing practical guidelines to curb contact risks in indoor environments. Lastly, we share the model, validation methods, and associated data as an open-source Python library, complete with comprehensive documentation. This aims at fostering collaborative research and enables the application of our model across various scenarios, contributing to the development of spatially explicit models. Such efforts enhance the understanding of contact risks in urban indoor settings and promote joint research efforts, thus advancing the field through shared knowledge and tools. © 2024 The Author(s). Geographical Analysis published by Wiley Periodicals LLC on behalf of The Ohio State University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent-based modeling;close contact;reproducibility;respiratory disease transmission;spatially explicit model,,,,,,,
Q3N8B2DC,,2025,"Chen, D. and Lu, P. and Niu, Y. and Lv, P.",Crowd Evacuation Dynamics Under Shooting Attacks in Multi-Story Buildings,Empirical (macro),Decision Support / Policy Evaluation,"Metamodeling / Surrogate, Exploratory / Scenario-based",,,,10.3390/systems13050310,,"Mass shootings result in significant casualties. Due to the complexity of buildings, capturing crowd dynamics during mass shooting incidents is particularly challenging. Therefore, it is necessary to study crowd dynamics and the key mechanisms of mass shooting incidents and explore optimal building design solutions to mitigate the damage caused by terrorist attacks and enhance urban safety. In this study, we focused on the Bataclan Shooting (13 November 2015) as the target case. We used an agent-based model (ABM) to model both the attacking force (shooting) and counterforce (anti-terrorism response). According to the real situation, the dynamic behavior of three types of agents (civilians, police, and shooters) during the shooting accident was modeled to explore the key mechanism of individual behavior. Taking civilian casualties, police deaths, and shooter deaths as the real target values, we obtained combinations for optimal solutions fitting the target values. Under the optimal solutions, we verified the effectiveness and robustness of the model. We also used artificial neural networks (ANNs) to detect the predictive stability of the ABM model’s parameters. In addition, we studied the counterfactual situation to explore the impact of police anti-terrorism strategies and building exits on public safety evacuation. The results show that for the real cases, the optimal anti-terrorism size was four police and the optimal response time was 40 ticks. For double-layer buildings, it was necessary to set exits on each floor, and the uniform distribution of exits was conducive to evacuation under emergencies. These findings can improve police patrol routes and the location of police stations and promote the creation of public safety structures, enhancing the urban emergency response capacity and the level of public safety governance. © 2025 by the authors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,agent-based modeling;counter-terrorism forces;crowd evacuation dynamics;multi-story buildings;public safety,,,,,,,
T6V1K9PX,,2019,"Stankov, I. and Yang, Y. and Langellier, B.A. and Purtle, J. and Nelson, K.L. and Diez-Roux, A.V.",Depression and alcohol misuse among older adults: exploring mechanisms and policy impacts using agent-based modelling,Empirical (micro),"Explanatory, Decision Support / Policy Evaluation",Exploratory / Scenario-based,,,,10.1007/s00127-019-01701-1,,"Purpose: To: (1) explore how multi-level factors impact the longitudinal prevalence of depression and alcohol misuse among urban older adults (≥ 65 years), and (2) simulate the impact of alcohol taxation policies and targeted interventions that increase social connectedness among excessive drinkers, socially isolated and depressed older adults; both alone and in combination. Methods: An agent-based model was developed to explore the temporal co-evolution of depression and alcohol misuse prevalence among older adults nested in a spatial network. The model was based on Los Angeles and calibrated longitudinally using data from the Multi-Ethnic Study of Atherosclerosis. Results: Interventions with a social component targeting depressed and socially isolated older adults appeared more effective in curbing depression prevalence than those focused on excessive drinkers. Targeting had similar impacts on alcohol misuse, though the effects were marginal compared to those on depression. Alcohol taxation alone had little impact on either depression or alcohol misuse trajectories. Conclusions: Interventions that improve social connectedness may reduce the prevalence of depression among older adults. Targeting considerations could play an important role in determining the success of such efforts. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-based model;Chronic disease;Complex systems;Health policy;Mental health,,,,,,,
Z4M7N2QW,,2024,"Nizamutdinov, M.M. and Oreshnikov, V.V. and Davletova, Z.A.",Development and testing of the toolkit of strategic planning of territorial development on the basis of an intelligent adaptive simulation model,Hybrid,Decision Support / Policy Evaluation,Exploratory / Scenario-based,,,,10.17323/2587-814X.2024.4.25.45,,"Management of strategic development of Russian regions is a complex task, the solution of which is associated with a set of difficulties of methodological nature. In particular, there is a low quality of formed forecast assessments on the main parameters under consideration. Despite the availability of research in this area and regulatory legal framework, strategic planning documents in Russia are often not linked to each other, are repeatedly revised in the course of implementation and, ultimately, are not fully implemented. This is largely due to the fact that the available scientific potential is not fully utilized, including the development of relevant information systems. The aim of this research is to develop a decision support toolkit for strategic planning of regional development. Agent-based modeling, adaptive management, data mining and scenario modeling are used as the main research methods. In the course of the research, the concept of toolkit formation is proposed based on the construction of an intelligent adaptive simulation model (IASM), taking into account the theory of strategic planning and the ability to process heterogeneous data. The proposed structure of IASM includes four interrelated hierarchical levels – intelligent agents, macro-processes, management system and external environment. Special attention is paid to the development of a model of adaptive behavior of an intelligent agent. The proposed approach to implementation will make it possible to cover the whole range of tasks – from the analysis of input data to the development of management decisions. The software implementation of the model thus developed is carried out using the AnyLogic toolkit. © 2024 National Research University, Higher School of Econoimics. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,adaptive management;agent-based approach;decision support system;intellectual analysis;simulation model;strategic planning;territorial socio-economic systems,,,,,,,
F9D3S5KL,,2022,"Rasella, D. and de Sampaio Morais, G.A. and Anderle, R.V. and da Silva, A.F. and Lua, I. and Coelho, R. and Rubio, F.A. and Magno, L. and MacHado, D. and Pescarini, J. and De Souza, L.E. and Macinko, J. and Dourado, I.","Evaluating the impact of social determinants, conditional cash transfers and primary health care on HIV/AIDS: Study protocol of a retrospective and forecasting approach based on the data integration with a cohort of 100 million Brazilians","Hybrid, Empirical (micro), Empirical (macro)","Predictive, Decision Support / Policy Evaluation","Global (Variance-based), Exploratory / Scenario-based",,,,10.1371/journal.pone.0265253,,"Background Despite the great progress made over the last decades, stronger structural interventions are needed to end the HIV/AIDS pandemic in Low and Middle-Income Countries (LMIC). Brazil is one of the largest and data-richest LMIC, with rapidly changing socioeconomic characteristics and an important HIV/AIDS burden. Over the last two decades Brazil has also implemented the world's largest Conditional Cash Transfer programs, the Bolsa Familia Program (BFP), and one of the most consolidated Primary Health Care (PHC) interventions, the Family Health Strategy (FHS). Objective We will evaluate the effects of socioeconomic determinants, BFP exposure and FHS coverage on HIV/AIDS incidence, treatment adherence, hospitalizations, case fatality, and mortality using unprecedently large aggregate and individual-level longitudinal data. Moreover, we will integrate the retrospective datasets and estimated parameters with comprehensive forecasting models to project HIV/AIDS incidence, prevalence and mortality scenarios up to 2030 according to future socioeconomic conditions and alternative policy implementations. Methods and analysis We will combine individual-level data from all national HIV/AIDS registries with large-scale databases, including the “100 Million Brazilian Cohort”, over a 19-year period (2000-2018). Several approaches will be used for the retrospective quasi-experimental impact evaluations, such as Regression Discontinuity Design (RDD), Random Administrative Delays (RAD) and Propensity Score Matching (PSM), combined with multivariable Poisson regressions for cohort analyses. Moreover, we will explore in depth lagged and long-term effects of changes in living conditions and in exposures to BFP and FHS. We will also investigate the effects of the interventions in a wide range of subpopulations. Finally, we will integrate such retrospective analyses with microsimulation, compartmental and agent-based models to forecast future HIV/AIDS scenarios. Conclusion The unprecedented datasets, analyzed through state-of-the-art quasi-experimental methods and innovative mathematical models will provide essential evidences to the understanding and control of HIV/AIDS epidemic in LMICs such as Brazil. ©: © 2022 Rasella et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8K2X1NZ,,2020,"Heppenstall, A. and Crooks, A. and Malleson, N. and Manley, E. and Ge, J. and Batty, M.",Future Developments in Geographical Agent-Based Models: Challenges and Opportunities,,,,,,,10.1111/gean.12267,,"Despite reaching a point of acceptance as a research tool across the geographical and social sciences, there remain significant methodological challenges for agent-based models. These include recognizing and simulating emergent phenomena, agent representation, construction of behavioral rules, and calibration and validation. While advances in individual-level data and computing power have opened up new research avenues, they have also brought with them a new set of challenges. This article reviews some of the challenges that the field has faced, the opportunities available to advance the state-of-the-art, and the outlook for the field over the next decade. We argue that although agent-based models continue to have enormous promise as a means of developing dynamic spatial simulations, the field needs to fully embrace the potential offered by approaches from machine learning to allow us to fully broaden and deepen our understanding of geographical systems. © 2020 The Authors. Geographical Analysis published by Wiley Periodicals LLC on behalf of The Ohio State University",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J5V7M2TP,,2025,"Adornetto, C. and Mora, A. and Hu, K. and Garcia, L.I. and Atchade-Adelomou, P. and Greco, G. and Pastor, L.A.A. and Larson, K.","Generative Agents in Agent-Based Modeling: Overview, Validation, and Emerging Challenges","Empirical (micro), ""Synthetic (machine learning, AI, other)""","Explanatory, Exploratory",Local (OAT/OFAT),,,,10.1109/TAI.2025.3566362,,"The advent of generative agents (GAs) based on large language models (LLMs) has significantly influenced the evolution of agent-based modeling (ABM), offering new perspectives across various domains, including engineering and social sciences. This article provides an extensive overview of the integration of GAs into ABMs, emphasizing the advancements and emerging challenges in their validation. Traditional ABMs, characterized by their simplistic yet powerful approach to modeling complex systems, have been redefined with the introduction of GAs. This new generation of agents is often equipped with conversational capabilities. These agents, capable of simulating believable human behaviors and interactions, present unique opportunities and hurdles, especially in urban simulations and social dynamics. We explore the nuanced differences between traditional ABMs and ABMs populated by GAs—called GABMs. We delve into the state-of-the-art implementations of GAs, and review various validation methods. Through this comprehensive examination, we aim to shed light on the potential and limitations of GAs, advocating for the design of hybrid ABM-GABM approaches and systematic validation. © 2020 IEEE.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-based models;generative agent-based models validation;generative agents;generative AI;large language models,,,,,,,
P3L9K4NS,,2023,"Özel, B. and Petrović, M.",Green Urban Scenarios: A Framework for Digital Twin Representation and Simulation for Urban Forests and Their Impact Analysis,Empirical (micro),Decision Support / Policy Evaluation,"Exploratory / Scenario-based, Global (Variance-based)",,,,10.48044/jauf.2023.029,,"Background: Trees are a critical part of urban infrastructure. Cities worldwide are pledging afforestation objectives due to net-zero targets; however, their realisation requires a comprehensive framework that combines science, policy, and practice. Methods: The paper presents the Green Urban Scenarios (GUS) framework for designing and monitoring green infrastructures. GUS considers weather, maintenance, tree species, diseases, and spatial distributions of trees to forecast their impacts. The framework uses agent-based modelling (ABM) and simulation paradigm to integrate green infrastructure into a city’s ecological, spatial, economic, and social context. ABM enables the creation of digital twins for urban ecosystems at any level of granularity, including individual trees, to accurately predict their future trajectories. Digital representation of trees is created using a combination of datasets such as earth observations from space, street view images, field surveys, and qualitative descriptions of typologies within existing and future projects. Machine learning and statistical models calibrate biomass growth patterns and carbon release schemes. Results: The paper examines various green area typologies, simulating several hypothetical scenarios based on Glasgow’s urban forests. It exhibits the emergence of heterogeneity features of the forests due to interactions among trees. The growth trajectory of trees has a non-linear transition phase toward stable growth in its maturity. Reduced maintenance deteriorates the health of trees leading to lower survival rate and increased CO<inf>2</inf> emissions, while the stormwater alleviation capacity may differ among species. Conclusions: The paper demonstrates how GUS can facilitate policies and maintenance of urban forests with environmental, social, and economic benefits. ©2024 International Society of Arboriculture.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agent-Based Modelling;Digital Twins;Nature-Based Solutions;Scenario Analysis;Urban Forest,,,,,,,
H2N6T1QZ,,2023,"Quagliarini, E. and Bernardini, G. and D'orazio, M.",How Could Increasing Temperature Scenarios Alter the Risk of Terrorist Acts in Different Historical Squares? A Simulation-Based Approach in Typological Italian Squares,"Empirical (macro), Theoretical (literature)","Exploratory, Decision Support / Policy Evaluation",Exploratory / Scenario-based,,,,10.3390/heritage6070274,,"Squares in the urban historical built environment are public open spaces prone to the risk of terrorist acts, essentially because they are ideal soft targets and attract significant user densities. Risk assessment methods should consider how users behave in them, both before and during an accident (i.e., the evacuation process). In addition to squares’ morphology and layout, and considering that urban areas are more and more prone to the effects of increasing temperatures, outdoor climate conditions can alter the initial scenario. In fact, such conditions can lead users to gather in specific outdoor areas, where they can look for shadows and shelter. This work hence proposes a simulation-based approach to assess how differences in users’ behaviours in response to increasing temperatures and squares’ morphology can alter the risk of terrorist acts in an emergency evacuation. An agent-based model is developed to simulate the interactions between users, hazards and the historical built environment. The work considers four typological squares prone to terrorist acts since they host a special building attracting users in front of it. These squares are derived from the analysis of Italian historical contexts within the BE S2ECURe project. Users are generated in the public open space (thus, before the terrorist act) depending on the intended uses of the square and on the outdoor temperature, which is affected by the square’s morphology. Three different users’ behaviours are modelled to consider (or not) the effects of the outdoor temperature on users’ thermal acceptability levels in an increasing temperature situation. Then, two evacuation scenarios are simulated: (a) a general evacuation process, without attackers, as the baseline for the risk assessment; and (b) an armed assault with cold weapons, to define one of the most probable attack situations in open spaces. Evacuation performance indicators are developed to assess users’ risk. Preliminary verifications demonstrate the capabilities of the approach. The results show that higher differences in evacuation indicators are noticed in large and asymmetric squares, since their conditions highly affect the variability of users’ behaviours in response to increasing temperatures. At the same time, stronger safety behaviours in response to increasing temperatures could reduce emergency issues because they allow users to be more dispersed and initially placed farther from the attack area. Decision-makers could take advantage of the proposed approach and simulation tool, moving towards an effectiveness analysis of solutions to increase the thermal comfort of users in respect of the risk levels during an evacuation. Finally, applications to real-world scenarios are thus encouraged to compare such idealized results with effective conditions. © 2023 by the authors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,built environment typologies;evacuation simulation;historical built environment;increasing temperatures;public open spaces;squares;terrorist acts,,,,,,,
